run_id,quant_mode,iteration,policy_cuda_ms,policy_wall_ms,step_1_ms,step_2_ms,step_3_ms,step_4_ms,step_5_ms,gpu_allocated_mb,gpu_reserved_mb
20260729T181736_int4_wo_98cc4c,int4_weight_only,135,1495.4281,1495.45415,268.53888,268.06067,268.12314,268.15167,268.01254,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,136,1487.84583,1487.87217,268.46207,268.34125,268.15384,268.16309,267.97363,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,137,1492.34253,1492.37012,268.39859,268.08731,268.06067,268.14975,268.10983,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,138,1486.92944,1486.95557,268.59418,268.07706,268.07602,268.30234,268.23065,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,139,1489.98828,1490.01601,268.64551,268.29926,268.16,268.57779,268.62079,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,140,1581.70593,1581.74677,268.67099,268.96487,269.35297,268.73029,268.62283,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,141,1514.41589,1514.45717,268.53992,268.74265,268.30847,268.59109,268.36993,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,142,1566.23718,1566.26373,268.97818,268.74777,268.22043,268.1416,268.34637,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,143,1602.38098,1602.41727,269.57831,269.64786,268.82867,268.44363,269.28641,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,144,1492.78467,1492.82209,269.2587,268.3822,268.20709,268.13544,268.01562,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,145,1496.4447,1496.51694,268.72626,269.18811,269.10004,268.94128,269.24857,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,146,1496.39661,1496.60343,268.55322,269.00378,269.25568,268.78668,268.65765,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,147,1496.29089,1496.36209,269.05908,268.94849,269.09277,268.7785,268.57166,1547.831,2790.0
